height_cm,weight_kgs,overall_rating,value_euro,weak_foot(1-5),balance,stamina,P/A_Ratio,Defensive_Strength,Passing,Attacking_skills,Skills,Mentality,Setpiece_accuracy,Pace,preferred_foot_Left,preferred_foot_Right,body_type_Lean,body_type_Normal,body_type_Stocky,Position_Count,positions_Defender,positions_Forward,positions_Midfielder
165.1,62.1,60,280000.0,3,92,63,2.869565217391304,34.699999999999996,51.1,46.89999999999999,54.6,48.2,37.0,71.05000000000001,0,1,1,0,0,4,0,0,1
152.4,72.1,60,300000.0,3,69,64,3.55,57.300000000000004,52.3,39.75,49.099999999999994,58.2,42.0,59.95,0,1,0,1,0,1,0,0,1
170.18,58.1,60,250000.0,2,47,51,2.48,40.60000000000001,54.599999999999994,48.5,47.89999999999999,51.800000000000004,54.0,72.55000000000001,1,0,1,0,0,1,0,0,1
154.94,69.9,60,350000.0,3,66,51,3.789473684210526,43.7,60.599999999999994,53.8,47.1,53.6,52.5,63.650000000000006,0,1,0,1,0,1,0,0,1
175.26,74.8,60,210000.0,3,72,50,2.142857142857143,59.400000000000006,59.099999999999994,60.099999999999994,47.6,62.60000000000001,62.5,62.650000000000006,0,1,1,0,0,1,0,0,1
152.4,68.9,60,325000.0,2,60,41,3.736842105263158,41.0,63.10000000000001,46.25,43.699999999999996,53.6,51.5,72.80000000000001,0,1,0,1,0,1,0,0,1
154.94,74.8,60,375000.0,2,74,49,3.8421052631578947,46.300000000000004,60.699999999999996,51.2,49.0,52.2,55.5,63.8,0,1,1,0,0,3,0,0,1
182.88,73.0,60,260000.0,4,57,68,2.52,39.2,60.3,52.6,48.0,49.400000000000006,38.5,66.55,0,1,0,1,0,2,0,1,0
190.5,88.9,60,375000.0,3,55,55,4.157894736842105,56.0,51.5,37.8,46.2,53.60000000000001,34.0,63.10000000000001,0,1,0,1,0,2,0,0,1
152.4,66.2,60,375000.0,2,71,64,4.166666666666667,59.300000000000004,42.2,36.949999999999996,45.900000000000006,52.0,39.5,70.9,0,1,1,0,0,2,1,0,0
185.42,78.0,60,350000.0,3,53,61,3.1818181818181817,34.7,37.0,52.10000000000001,51.300000000000004,42.800000000000004,36.5,80.55000000000001,0,1,0,1,0,2,0,1,0
152.4,73.9,60,120000.0,3,58,52,1.8181818181818181,57.2,45.5,33.65,36.300000000000004,56.2,29.5,55.0,0,1,0,1,0,2,1,0,0
170.18,66.2,60,400000.0,3,82,69,3.7,56.6,50.2,37.35,48.7,51.2,37.5,76.65,0,1,0,1,0,1,1,0,0
175.26,62.1,60,210000.0,2,80,80,2.3846153846153846,55.6,50.0,45.050000000000004,49.7,56.800000000000004,42.0,79.35000000000001,0,1,1,0,0,3,0,0,1
152.4,69.9,60,325000.0,2,65,68,3.4285714285714284,55.2,60.699999999999996,39.5,46.0,59.6,41.5,63.800000000000004,1,0,0,1,0,1,0,0,1
154.94,64.9,60,170000.0,3,65,69,2.142857142857143,57.900000000000006,50.7,48.849999999999994,45.599999999999994,61.2,51.5,64.80000000000001,1,0,0,1,0,1,1,0,0
172.72,72.1,60,290000.0,2,78,70,3.0454545454545454,52.2,56.7,51.1,49.6,43.400000000000006,59.5,59.1,0,1,0,1,0,1,0,0,1
185.42,81.2,60,425000.0,3,61,52,3.5238095238095237,58.20000000000001,36.5,34.5,40.10000000000001,51.8,36.5,54.0,0,1,0,1,0,1,1,0,0
185.42,88.9,60,160000.0,3,64,61,2.0689655172413794,56.800000000000004,38.2,31.549999999999997,37.6,50.2,30.5,58.900000000000006,1,0,0,1,0,1,1,0,0
154.94,77.1,60,200000.0,2,60,62,2.259259259259259,57.300000000000004,54.300000000000004,47.05,46.199999999999996,59.400000000000006,34.0,63.150000000000006,0,1,0,1,0,2,1,0,0
190.5,79.8,60,240000.0,3,53,68,3.0,59.00000000000001,39.6,34.6,33.0,50.8,32.0,59.900000000000006,0,1,1,0,0,1,1,0,0
170.18,59.9,60,325000.0,2,85,45,3.736842105263158,26.2,52.50000000000001,47.6,55.699999999999996,42.60000000000001,51.0,83.45000000000002,0,1,1,0,0,1,0,1,0
175.26,73.9,60,350000.0,2,71,49,3.55,37.2,53.300000000000004,57.9,49.60000000000001,45.800000000000004,53.0,62.75,1,0,0,0,1,2,0,1,0
154.94,73.9,60,350000.0,3,62,63,3.4761904761904763,56.300000000000004,36.8,28.25,36.7,50.4,30.5,62.35000000000001,1,0,0,1,0,1,1,0,0
152.4,64.9,60,450000.0,3,74,61,4.105263157894737,49.300000000000004,57.099999999999994,50.9,46.8,50.60000000000001,45.5,67.35000000000001,1,0,1,0,0,1,0,0,1
182.88,73.0,60,400000.0,3,69,51,3.65,30.3,43.8,57.75,50.50000000000001,46.4,48.0,57.650000000000006,1,0,1,0,0,1,0,1,0
187.96,77.1,60,425000.0,3,70,52,4.2105263157894735,28.3,42.099999999999994,59.75,45.5,44.4,62.5,72.55000000000001,0,1,1,0,0,2,0,1,0
152.4,73.0,60,400000.0,3,69,68,3.7,56.3,54.8,52.55,51.599999999999994,51.60000000000001,44.0,64.80000000000001,1,0,1,0,0,2,0,0,1
154.94,67.1,60,400000.0,3,63,54,4.555555555555555,56.300000000000004,60.099999999999994,51.2,48.8,58.599999999999994,52.5,70.10000000000001,0,1,1,0,0,2,0,0,1
175.26,74.8,60,50000.0,3,71,79,1.5,60.3,55.0,46.650000000000006,45.0,68.2,43.0,46.55,0,1,0,1,0,2,0,0,1
175.26,72.1,60,400000.0,2,72,51,3.8421052631578947,32.4,49.800000000000004,57.8,51.2,43.800000000000004,49.5,81.25,0,1,0,1,0,1,0,1,0
152.4,64.9,60,170000.0,2,67,73,2.0689655172413794,55.60000000000001,52.699999999999996,41.6,44.2,60.400000000000006,46.5,76.0,0,1,1,0,0,1,0,0,1
152.4,73.9,60,700000.0,3,81,53,2.75,31.000000000000004,46.5,53.25,50.0,44.400000000000006,63.5,78.35,1,0,1,0,0,3,0,1,0
175.26,73.9,60,180000.0,3,69,62,1.875,46.00000000000001,59.0,56.75000000000001,52.8,58.4,56.5,73.25,0,1,0,1,0,1,0,0,1
152.4,82.1,60,260000.0,3,73,50,2.3846153846153846,29.6,42.5,60.85,46.6,47.8,50.0,69.9,0,1,0,1,0,1,0,1,0
175.26,77.1,60,210000.0,4,76,74,2.142857142857143,52.300000000000004,54.099999999999994,53.0,50.8,53.60000000000001,51.0,83.55000000000001,0,1,1,0,0,3,0,0,1
152.4,73.0,60,450000.0,3,70,56,3.5238095238095237,48.099999999999994,62.199999999999996,54.3,48.2,55.4,52.5,68.10000000000001,0,1,0,1,0,1,0,0,1
185.42,77.1,60,230000.0,3,59,64,2.6,59.300000000000004,47.7,35.2,47.6,56.20000000000001,32.5,78.30000000000001,0,1,0,1,0,1,1,0,0
152.4,72.1,60,290000.0,2,79,65,3.1818181818181817,57.00000000000001,45.9,36.0,50.4,53.400000000000006,40.0,74.65,1,0,1,0,0,1,1,0,0
175.26,71.2,60,280000.0,3,83,65,2.8260869565217392,41.3,54.800000000000004,47.0,53.8,47.400000000000006,45.5,86.0,0,1,1,0,0,2,0,1,0
175.26,66.2,60,270000.0,3,76,61,2.6666666666666665,26.0,54.3,56.4,48.4,40.8,54.0,71.55,1,0,1,0,0,3,0,0,1
154.94,73.9,60,300000.0,3,67,60,3.238095238095238,31.5,42.2,56.849999999999994,49.2,54.400000000000006,48.0,67.65,0,1,0,1,0,1,0,1,0
152.4,59.9,60,220000.0,2,75,75,2.2222222222222223,49.2,53.2,45.05,52.300000000000004,52.60000000000001,44.0,72.0,0,1,1,0,0,2,0,0,1
170.18,72.1,60,450000.0,3,86,60,3.85,43.0,61.5,54.8,52.39999999999999,60.2,46.0,60.550000000000004,0,1,0,1,0,2,0,0,1
165.1,59.0,60,400000.0,3,86,49,4.444444444444445,46.10000000000001,58.0,51.150000000000006,50.199999999999996,54.0,52.5,66.15,0,1,0,1,0,2,0,0,1
152.4,68.9,60,450000.0,3,68,61,3.7,29.500000000000004,51.8,61.599999999999994,50.099999999999994,47.2,42.0,65.55000000000001,0,1,1,0,0,2,0,1,0
152.4,72.1,60,375000.0,3,73,61,4.0,55.7,56.099999999999994,39.05000000000001,45.300000000000004,59.0,41.0,52.45,0,1,1,0,0,2,0,0,1
154.94,77.1,60,375000.0,3,75,52,4.055555555555555,28.900000000000002,34.800000000000004,58.699999999999996,51.7,39.400000000000006,41.0,66.45,0,1,0,1,0,1,0,1,0
185.42,76.2,60,230000.0,3,57,65,2.6666666666666665,57.800000000000004,33.4,32.25,37.5,53.0,28.5,53.550000000000004,0,1,0,1,0,1,1,0,0
182.88,69.9,60,260000.0,3,56,64,2.52,38.0,55.699999999999996,63.1,46.89999999999999,57.400000000000006,50.0,69.1,0,1,0,1,0,2,0,0,1
200.66,84.8,60,260000.0,4,57,46,2.423076923076923,34.5,42.8,57.65,48.7,39.400000000000006,39.0,80.10000000000001,0,1,0,1,0,1,0,1,0
187.96,79.8,60,425000.0,3,49,52,4.157894736842105,38.900000000000006,39.8,53.349999999999994,49.8,51.2,46.5,63.650000000000006,1,0,1,0,0,1,0,1,0
152.4,73.9,60,400000.0,4,68,38,3.4761904761904763,30.200000000000003,60.1,56.95,49.9,39.400000000000006,47.0,72.55000000000001,0,1,1,0,0,3,0,1,0
182.88,77.1,60,290000.0,3,68,62,3.142857142857143,29.7,46.7,58.599999999999994,48.9,43.800000000000004,45.0,69.55,0,1,0,1,0,1,0,1,0
152.4,68.9,60,350000.0,2,73,58,3.6,46.5,61.4,48.349999999999994,48.3,56.400000000000006,51.0,67.55000000000001,0,1,0,1,0,2,0,0,1
152.4,69.9,60,250000.0,2,64,62,3.4,56.5,35.800000000000004,35.65,36.2,51.2,35.5,65.9,0,1,0,1,0,2,1,0,0
185.42,86.2,60,325000.0,2,60,51,3.4285714285714284,62.699999999999996,40.7,36.35,44.699999999999996,57.400000000000006,42.5,73.1,0,1,0,0,1,1,1,0,0
193.04,78.0,60,300000.0,4,44,62,3.090909090909091,39.7,53.0,59.599999999999994,46.5,50.6,52.5,71.6,0,1,1,0,0,3,0,1,0
154.94,74.8,60,230000.0,3,62,67,2.7083333333333335,60.3,50.400000000000006,30.75,46.3,50.2,33.0,62.900000000000006,0,1,1,0,0,2,1,0,0
154.94,84.8,60,50000.0,3,68,62,1.6666666666666667,59.1,53.4,55.9,44.3,50.0,57.0,32.1,0,1,0,0,1,3,0,0,1
152.4,73.0,60,425000.0,3,69,57,4.222222222222222,31.700000000000003,48.5,58.1,48.9,53.6,55.0,62.2,0,1,0,1,0,1,0,1,0
182.88,73.0,60,290000.0,3,65,49,2.7916666666666665,50.300000000000004,60.1,47.2,49.3,56.2,47.0,68.10000000000001,0,1,1,0,0,2,0,0,1
185.42,81.2,60,290000.0,3,53,53,3.736842105263158,59.6,40.199999999999996,33.75,35.2,55.00000000000001,35.0,51.150000000000006,0,1,0,1,0,1,1,0,0
182.88,73.9,60,90000.0,4,56,40,1.7142857142857142,53.4,62.0,56.24999999999999,45.6,63.60000000000001,61.5,39.7,0,1,0,1,0,2,0,0,1
182.88,72.1,60,240000.0,3,54,58,3.142857142857143,56.3,41.0,35.5,42.099999999999994,58.8,33.0,52.45,0,1,0,1,0,1,1,0,0
152.4,73.0,60,350000.0,3,69,48,3.380952380952381,36.00000000000001,53.5,54.65,47.8,51.8,45.5,67.2,0,1,1,0,0,1,0,1,0
182.88,73.0,60,240000.0,3,69,58,3.142857142857143,60.6,46.5,30.200000000000003,51.6,58.400000000000006,34.0,71.9,0,1,1,0,0,2,1,0,0
193.04,88.0,60,425000.0,3,37,71,3.8,58.900000000000006,40.900000000000006,38.2,35.599999999999994,54.6,28.0,70.10000000000001,0,1,1,0,0,2,1,0,0
152.4,68.9,60,300000.0,3,55,64,2.7916666666666665,45.2,55.50000000000001,54.050000000000004,51.2,53.800000000000004,39.0,73.9,0,1,1,0,0,2,0,1,0
193.04,76.2,60,180000.0,3,39,75,1.875,58.0,55.599999999999994,59.599999999999994,51.3,63.6,51.5,56.0,0,1,1,0,0,2,0,0,1
182.88,72.1,60,325000.0,2,73,60,3.8421052631578947,59.1,32.7,34.650000000000006,34.4,49.8,37.0,56.05,0,1,1,0,0,1,1,0,0
182.88,77.1,60,240000.0,2,61,69,2.75,57.800000000000004,46.2,44.199999999999996,47.6,59.2,46.5,73.30000000000001,0,1,1,0,0,1,1,0,0
154.94,68.0,60,230000.0,3,83,78,2.8260869565217392,55.50000000000001,56.5,41.900000000000006,53.9,55.60000000000001,37.5,72.9,0,1,1,0,0,1,1,0,0
170.18,64.0,60,375000.0,2,90,72,3.8947368421052633,54.900000000000006,38.8,30.850000000000005,47.300000000000004,56.8,30.0,82.7,0,1,0,1,0,1,1,0,0
152.4,69.9,60,400000.0,3,66,68,3.7,58.7,52.300000000000004,46.400000000000006,45.2,56.400000000000006,46.0,59.150000000000006,1,0,0,1,0,2,0,0,1
167.64,68.0,60,270000.0,3,77,67,2.782608695652174,38.1,54.900000000000006,50.75,52.0,47.400000000000006,51.5,82.55000000000001,0,1,0,1,0,2,0,0,1
152.4,76.2,60,400000.0,3,75,64,3.7,54.10000000000001,48.4,40.150000000000006,53.599999999999994,52.0,27.0,82.30000000000001,0,1,1,0,0,1,1,0,0
154.94,79.8,60,350000.0,3,76,65,3.3333333333333335,36.0,41.1,56.35,47.5,54.800000000000004,46.0,69.95,0,1,0,0,1,1,0,1,0
193.04,84.8,60,240000.0,2,35,59,2.8260869565217392,59.400000000000006,34.5,35.900000000000006,25.9,52.00000000000001,27.0,40.35,1,0,0,1,0,1,1,0,0
185.42,77.1,60,230000.0,2,51,74,2.782608695652174,59.6,50.800000000000004,41.0,49.9,54.0,44.5,67.65,0,1,0,1,0,2,1,0,0
154.94,79.8,60,375000.0,3,62,59,3.6,37.400000000000006,44.4,60.0,43.800000000000004,52.20000000000001,48.0,51.85000000000001,0,1,0,1,0,1,0,1,0
187.96,73.9,60,350000.0,3,54,62,3.380952380952381,38.0,56.3,53.199999999999996,47.49999999999999,41.00000000000001,59.0,64.75,1,0,1,0,0,2,0,0,1
182.88,72.1,60,350000.0,3,63,55,3.8421052631578947,56.1,45.5,39.5,40.900000000000006,52.6,35.5,54.900000000000006,0,1,1,0,0,1,1,0,0
185.42,82.1,60,375000.0,5,71,58,3.6,39.900000000000006,49.900000000000006,54.45,51.5,53.0,48.0,65.2,0,1,0,1,0,2,0,1,0
152.4,73.0,60,20000.0,3,70,71,1.6216216216216217,60.800000000000004,67.8,61.449999999999996,47.800000000000004,69.2,72.0,30.8,1,0,1,0,0,3,0,0,1
190.5,79.8,60,270000.0,3,48,57,2.56,36.1,42.7,57.650000000000006,45.8,50.6,43.0,65.9,1,0,0,1,0,1,0,1,0
187.96,81.2,60,250000.0,3,56,40,3.1904761904761907,58.300000000000004,36.4,34.900000000000006,36.1,56.0,33.5,49.75,0,1,0,1,0,3,0,0,1
154.94,68.0,60,240000.0,4,70,66,2.8260869565217392,57.5,36.199999999999996,39.45,37.3,59.2,36.5,55.550000000000004,0,1,0,1,0,1,1,0,0
193.04,74.8,60,350000.0,3,50,65,3.3181818181818183,60.6,33.7,30.650000000000002,36.9,46.60000000000001,27.5,64.45,0,1,1,0,0,1,1,0,0
185.42,82.1,60,400000.0,3,54,54,3.4761904761904763,32.400000000000006,40.6,55.349999999999994,43.4,41.0,48.5,56.35000000000001,0,1,0,1,0,1,0,1,0
182.88,78.0,60,170000.0,2,62,86,2.142857142857143,59.400000000000006,46.599999999999994,58.7,42.1,61.6,54.5,58.150000000000006,1,0,0,1,0,2,0,0,1
175.26,64.9,60,400000.0,3,71,70,3.4761904761904763,50.8,61.7,47.849999999999994,49.9,57.199999999999996,54.5,63.10000000000001,0,1,1,0,0,1,0,0,1
187.96,77.1,60,290000.0,2,52,73,3.0434782608695654,58.00000000000001,46.5,33.85,37.5,52.0,31.0,75.9,0,1,0,1,0,1,1,0,0
182.88,77.1,60,240000.0,2,58,70,2.869565217391304,58.60000000000001,55.4,48.50000000000001,51.1,53.60000000000001,40.5,65.10000000000001,0,1,0,1,0,1,0,0,1
185.42,76.2,60,375000.0,2,60,64,4.2105263157894735,58.2,35.3,35.9,39.400000000000006,48.0,33.0,54.550000000000004,0,1,1,0,0,1,1,0,0
182.88,71.2,60,260000.0,2,60,53,2.9565217391304346,57.1,49.4,34.65,47.9,57.60000000000001,40.0,61.650000000000006,0,1,1,0,0,2,1,0,0
170.18,64.0,60,290000.0,3,81,90,3.142857142857143,35.5,58.7,43.6,51.8,51.60000000000001,43.0,74.05000000000001,1,0,0,1,0,1,0,0,1
193.04,88.9,60,270000.0,3,65,64,2.52,38.1,46.599999999999994,53.550000000000004,41.199999999999996,60.8,39.0,65.9,0,1,0,0,1,1,0,1,0
182.88,73.0,60,180000.0,2,62,74,1.875,31.9,52.099999999999994,55.35,54.1,62.2,54.0,64.2,0,1,0,1,0,2,0,0,1
154.94,73.9,60,350000.0,2,63,66,3.789473684210526,41.6,55.0,38.5,51.5,43.400000000000006,41.0,65.4,0,1,0,1,0,2,0,0,1
175.26,68.9,60,450000.0,3,74,53,3.9473684210526314,39.900000000000006,60.4,40.75,50.8,48.00000000000001,46.0,70.25,0,1,0,1,0,1,0,0,1
187.96,79.8,60,375000.0,3,51,54,4.157894736842105,57.6,39.8,37.0,29.099999999999998,58.599999999999994,29.5,50.55,0,1,1,0,0,1,1,0,0
172.72,59.9,60,450000.0,3,73,62,3.5238095238095237,46.2,63.0,47.35,50.2,53.6,50.0,61.1,0,1,1,0,0,1,0,0,1
190.5,83.9,60,240000.0,3,43,69,2.75,58.400000000000006,46.8,40.85000000000001,40.300000000000004,57.400000000000006,31.5,50.0,1,0,0,1,0,2,1,0,0
185.42,78.0,60,220000.0,3,61,55,3.0,55.9,41.9,35.85,42.50000000000001,49.800000000000004,34.0,60.650000000000006,0,1,0,1,0,1,1,0,0
170.18,68.0,60,350000.0,3,81,59,3.380952380952381,46.10000000000001,57.5,48.95,50.7,52.8,53.5,73.25,1,0,0,1,0,1,0,0,1
154.94,74.8,60,700000.0,3,70,64,3.0454545454545454,40.9,50.599999999999994,56.50000000000001,51.0,51.4,53.5,75.95,0,1,0,1,0,3,0,1,0
154.94,71.2,60,300000.0,3,77,74,3.55,56.8,53.4,42.05,50.2,54.4,41.5,72.35000000000001,0,1,1,0,0,1,0,0,1
193.04,77.1,60,325000.0,2,47,57,3.1363636363636362,33.8,44.9,59.39999999999999,45.300000000000004,53.0,43.5,53.0,0,1,1,0,0,1,0,1,0
152.4,73.0,60,325000.0,3,59,61,3.272727272727273,56.00000000000001,52.699999999999996,34.35,49.8,46.80000000000001,34.5,69.55,0,1,1,0,0,1,1,0,0
182.88,74.8,60,400000.0,2,55,55,3.9473684210526314,56.699999999999996,42.2,40.15,39.2,54.800000000000004,25.0,64.65,0,1,1,0,0,2,1,0,0
170.18,62.1,60,280000.0,2,78,60,3.5,56.900000000000006,48.400000000000006,38.050000000000004,47.300000000000004,54.00000000000001,35.0,72.55000000000001,0,1,1,0,0,2,1,0,0
185.42,74.8,60,325000.0,3,65,54,3.380952380952381,57.3,54.199999999999996,45.05,42.6,53.2,39.0,51.1,0,1,1,0,0,2,0,0,1
154.94,79.8,60,210000.0,3,67,77,2.44,57.60000000000001,54.50000000000001,40.7,48.1,59.0,36.5,65.80000000000001,0,1,1,0,0,2,0,0,1
185.42,83.0,60,400000.0,3,63,51,3.4761904761904763,34.50000000000001,44.199999999999996,58.25000000000001,44.2,57.00000000000001,50.0,63.550000000000004,0,1,0,1,0,1,0,1,0
165.1,62.1,60,290000.0,3,74,69,3.1818181818181817,58.10000000000001,36.3,29.650000000000002,45.7,54.00000000000001,35.5,67.45,1,0,0,1,0,1,1,0,0
172.72,64.9,60,450000.0,3,70,65,3.8,39.7,55.7,54.449999999999996,52.900000000000006,53.00000000000001,44.5,72.55000000000001,0,1,0,1,0,2,0,1,0
154.94,71.2,60,325000.0,3,66,54,3.5,44.6,59.7,51.35,53.1,60.0,47.5,55.45,0,1,0,1,0,1,0,0,1
193.04,82.1,60,280000.0,3,43,69,2.75,49.50000000000001,57.99999999999999,58.349999999999994,49.199999999999996,61.0,45.0,64.65,0,1,0,0,1,4,0,0,1
190.5,79.8,60,250000.0,2,40,65,2.7916666666666665,56.699999999999996,38.1,40.0,34.300000000000004,56.00000000000001,30.0,50.2,1,0,1,0,0,1,1,0,0
185.42,73.0,60,290000.0,3,52,52,3.1818181818181817,58.800000000000004,43.2,33.35,34.5,47.8,38.5,62.35000000000001,0,1,0,1,0,1,1,0,0
165.1,66.2,60,290000.0,3,82,57,3.0,28.0,56.400000000000006,54.05000000000001,53.300000000000004,49.800000000000004,52.5,70.05000000000001,0,1,0,0,1,2,0,0,1
175.26,72.1,60,400000.0,2,73,54,3.4761904761904763,41.099999999999994,49.3,48.5,50.0,46.0,42.0,88.65,0,1,1,0,0,3,0,0,1
152.4,64.0,60,350000.0,2,74,73,3.227272727272727,56.400000000000006,57.699999999999996,49.45,50.0,55.60000000000001,44.0,66.8,0,1,1,0,0,1,0,0,1
170.18,64.0,60,300000.0,3,86,84,2.9565217391304346,34.6,50.5,53.300000000000004,51.2,40.6,43.0,79.95,0,1,1,0,0,1,0,1,0
182.88,71.2,60,160000.0,1,50,56,1.8181818181818181,61.400000000000006,58.3,44.150000000000006,44.7,72.2,49.0,42.050000000000004,0,1,0,0,1,1,0,0,1
175.26,72.1,60,90000.0,3,61,50,1.7142857142857142,46.70000000000001,63.900000000000006,54.55,48.900000000000006,60.2,47.0,41.7,0,1,0,1,0,1,0,0,1
182.88,74.8,60,325000.0,4,74,69,3.4285714285714284,56.2,56.60000000000001,48.75,52.900000000000006,55.0,40.5,76.80000000000001,0,1,0,1,0,2,0,0,1
167.64,64.9,60,425000.0,3,91,59,4.333333333333333,28.0,49.6,51.85000000000001,52.89999999999999,39.6,59.5,73.15,1,0,0,1,0,2,0,0,1
152.4,81.2,60,220000.0,3,64,63,2.142857142857143,33.1,52.6,58.25,53.5,43.800000000000004,45.0,83.45000000000002,0,1,0,1,0,2,0,1,0
187.96,82.1,60,230000.0,3,50,60,2.6,57.400000000000006,35.5,28.600000000000005,37.5,53.599999999999994,31.5,57.800000000000004,0,1,0,1,0,1,1,0,0
152.4,71.2,60,450000.0,3,67,62,4.052631578947368,40.7,53.9,53.24999999999999,53.699999999999996,43.800000000000004,49.0,67.45,1,0,1,0,0,3,0,0,1
152.4,72.1,60,290000.0,2,80,47,3.0454545454545454,54.7,59.099999999999994,38.25,52.0,58.0,43.0,58.95,0,1,1,0,0,2,0,0,1
187.96,77.1,60,260000.0,3,73,86,3.6842105263157894,55.1,49.50000000000001,31.75,50.6,49.800000000000004,33.0,66.8,0,1,0,1,0,1,1,0,0
167.64,73.0,60,240000.0,3,71,56,2.7916666666666665,57.00000000000001,55.2,45.349999999999994,49.6,44.800000000000004,57.5,70.45,1,0,0,1,0,1,1,0,0
175.26,69.9,60,400000.0,3,77,49,4.444444444444445,46.4,59.89999999999999,42.150000000000006,55.900000000000006,51.6,44.5,71.15,0,1,1,0,0,3,0,0,1
154.94,72.1,60,210000.0,2,60,68,2.0689655172413794,63.4,55.599999999999994,48.0,44.7,51.8,41.5,62.35000000000001,0,1,1,0,0,2,0,0,1
185.42,76.2,60,300000.0,3,50,75,3.090909090909091,53.400000000000006,53.9,54.25,49.6,57.00000000000001,40.5,66.2,0,1,1,0,0,2,0,0,1
154.94,69.9,60,270000.0,3,63,59,3.25,38.3,53.8,53.6,48.800000000000004,49.8,48.0,76.55000000000001,0,1,1,0,0,1,0,1,0
190.5,84.8,60,325000.0,3,58,77,3.1818181818181817,57.0,58.8,55.50000000000001,50.3,60.400000000000006,50.0,62.75,1,0,0,1,0,2,0,0,1
187.96,88.9,60,220000.0,3,52,72,2.423076923076923,58.2,44.1,42.650000000000006,41.7,54.800000000000004,31.5,70.80000000000001,0,1,0,1,0,1,1,0,0
167.64,67.1,60,400000.0,3,86,71,4.111111111111111,35.2,54.0,50.099999999999994,48.0,45.400000000000006,51.5,71.55,0,1,1,0,0,2,0,1,0
185.42,82.1,60,280000.0,2,64,65,3.1363636363636362,60.9,31.999999999999996,30.349999999999998,40.800000000000004,50.4,29.0,54.050000000000004,1,0,0,1,0,1,1,0,0
200.66,78.0,60,280000.0,3,54,58,3.5,57.900000000000006,52.3,49.349999999999994,46.4,55.400000000000006,44.5,54.45,0,1,1,0,0,2,0,0,1
165.1,64.0,60,450000.0,3,89,73,3.5238095238095237,51.0,51.5,47.4,51.6,49.4,35.0,77.6,0,1,0,0,1,1,0,0,1
182.88,77.1,60,400000.0,3,61,59,3.8,60.4,46.5,36.150000000000006,48.4,55.2,38.5,61.0,1,0,0,1,0,1,1,0,0
182.88,78.0,60,240000.0,3,62,66,2.75,60.2,52.4,43.7,46.0,46.599999999999994,47.5,67.10000000000001,0,1,0,1,0,2,1,0,0
154.94,69.9,60,350000.0,3,60,68,3.380952380952381,45.900000000000006,56.400000000000006,46.9,52.3,60.60000000000001,47.5,71.2,0,1,0,1,0,2,0,0,1
167.64,64.0,60,200000.0,2,91,66,2.0,30.200000000000003,59.3,41.6,50.9,50.00000000000001,57.0,67.95,1,0,0,0,1,2,0,0,1
170.18,64.9,60,450000.0,3,84,57,3.7,32.300000000000004,49.5,50.849999999999994,55.599999999999994,40.0,47.0,80.9,0,1,0,1,0,1,0,0,1
172.72,68.9,60,400000.0,3,78,55,3.8421052631578947,42.4,58.00000000000001,51.599999999999994,47.4,56.199999999999996,53.5,74.55000000000001,1,0,0,1,0,1,0,0,1
187.96,78.0,60,240000.0,3,64,61,2.75,56.400000000000006,33.9,35.65,36.6,49.599999999999994,26.5,57.75,0,1,0,1,0,1,1,0,0
182.88,69.9,60,450000.0,3,65,56,4.611111111111111,34.7,51.9,52.800000000000004,49.400000000000006,52.60000000000001,62.0,74.25,0,1,1,0,0,3,0,0,1
175.26,68.0,60,700000.0,2,76,60,2.6,59.900000000000006,40.6,31.050000000000004,47.50000000000001,58.0,35.0,74.35000000000001,1,0,0,1,0,1,1,0,0
190.5,81.2,60,280000.0,2,58,63,3.2857142857142856,58.60000000000001,37.8,39.900000000000006,37.599999999999994,48.00000000000001,37.5,61.55,1,0,1,0,0,2,1,0,0
154.94,82.1,60,280000.0,3,61,62,2.6,55.400000000000006,53.6,50.699999999999996,49.699999999999996,55.0,43.0,80.45,1,0,0,1,0,2,0,0,1
172.72,69.9,60,160000.0,4,76,60,2.0689655172413794,54.900000000000006,49.2,48.4,52.5,52.60000000000001,39.5,69.25,0,1,0,1,0,2,0,0,1
182.88,74.8,60,375000.0,3,69,75,4.111111111111111,57.1,47.699999999999996,37.4,52.599999999999994,57.800000000000004,34.0,64.0,0,1,0,1,0,2,0,0,1
175.26,64.0,60,260000.0,3,78,48,2.52,31.200000000000003,51.8,49.75,55.3,45.0,39.0,74.25,0,1,1,0,0,3,0,1,0
185.42,82.1,60,270000.0,2,54,58,3.090909090909091,57.8,54.800000000000004,40.550000000000004,44.699999999999996,55.4,44.0,58.650000000000006,0,1,0,1,0,2,0,0,1
152.4,72.1,60,375000.0,3,67,68,4.2105263157894735,57.5,51.4,45.35,44.3,58.00000000000001,40.5,64.80000000000001,0,1,0,1,0,1,0,0,1
182.88,76.2,60,300000.0,3,67,61,3.0869565217391304,61.80000000000001,51.800000000000004,38.55,47.50000000000001,54.6,43.0,61.8,0,1,0,1,0,2,1,0,0
154.94,69.9,60,270000.0,3,70,70,2.8260869565217392,50.900000000000006,59.8,53.15,55.3,47.6,45.5,74.80000000000001,0,1,0,1,0,2,0,0,1
152.4,68.0,60,425000.0,3,69,50,4.105263157894737,42.0,63.5,46.2,50.00000000000001,53.800000000000004,57.0,54.550000000000004,0,1,1,0,0,1,0,0,1
